#  ID                log(P)        A0(V)       R21(V)     R31(V)    A0(I)      R21(I)     R31(I)     PC1(V)     PC2(V)     PC1(I)     PC2(I)
OGLE-LMC-CEP-1208    0.4097661     16.589      0.416      0.194     15.792      0.414      0.194     -0.047     -0.065      0.090      0.080
OGLE-LMC-CEP-1209    0.5448170     16.006      0.323      0.129     15.264      0.325      0.126     -0.079      0.018      0.108     -0.005
OGLE-LMC-CEP-1210    0.4524093     16.093      0.443      0.236     15.414      0.444      0.243     -0.015     -0.085      0.001      0.084
OGLE-LMC-CEP-1211    0.5625872     15.815      0.412      0.204     15.070      0.403      0.202      0.074     -0.004     -0.065      0.007
OGLE-LMC-CEP-1212    0.5120019     16.438      0.427      0.184     15.603      0.462      0.250      0.017     -0.062     -0.041      0.067
OGLE-LMC-CEP-1213    0.2623200     16.676      0.486      0.277     16.015      0.449      0.257     -0.153     -0.127      0.116      0.129
OGLE-LMC-CEP-1214    0.9430848     14.640      0.210      0.187     13.862      0.219      0.180      0.297      0.176     -0.299     -0.157
OGLE-LMC-CEP-1218    0.5590033     15.913      0.473      0.230     15.164      0.459      0.243      0.174      0.048     -0.085      0.051
OGLE-LMC-CEP-1219    0.4689689     15.885      0.177      0.124     15.212      0.209      0.085     -0.202      0.024      0.164     -0.111
OGLE-LMC-CEP-1222    0.2872293     16.905      0.446      0.229     16.181      0.493      0.311      0.032     -0.113      0.064      0.114
OGLE-LMC-CEP-1223    0.4767356     16.008      0.419      0.234     15.308      0.426      0.229     -0.025     -0.110      0.065      0.104
OGLE-LMC-CEP-1225    0.5983229     15.596      0.444      0.239     14.909      0.449      0.247      0.042     -0.069     -0.022      0.085
OGLE-LMC-CEP-1226    0.8170513     15.360      0.165      0.063     14.493      0.116      0.042     -0.414      0.187      0.279     -0.257
OGLE-LMC-CEP-1227    0.2539625     16.779      0.508      0.354     16.116      0.517      0.384     -0.132     -0.207      0.210      0.254
OGLE-LMC-CEP-1232    0.5128292     16.273      0.212      0.047     15.437      0.220      0.044     -0.241      0.050      0.262     -0.102
OGLE-LMC-CEP-1233    0.9143555     14.687      0.306      0.225     13.936      0.303      0.226      0.218      0.087     -0.218     -0.062
OGLE-LMC-CEP-1234    0.9686483     14.909      0.273      0.093     13.992      0.248      0.067      0.308      0.293     -0.269     -0.255
OGLE-LMC-CEP-1237    1.0148514     14.646      0.100      0.151     13.821      0.119      0.139     -0.342      0.067      0.363     -0.094
OGLE-LMC-CEP-1238    0.4544009     17.250      0.424      0.228     16.164      0.437      0.232      0.011     -0.047      0.009      0.071
OGLE-LMC-CEP-1240    0.6016098     15.988      0.452      0.260     15.083      0.440      0.214     -0.154     -0.122     -0.093      0.009
OGLE-LMC-CEP-1243    0.6140668     15.866      0.482      0.261     15.094      0.470      0.248      0.106     -0.023     -0.156      0.014
OGLE-LMC-CEP-1244    0.4239761     16.218      0.458      0.210     15.522      0.486      0.265      0.059     -0.214      0.101      0.163
OGLE-LMC-CEP-1245    0.7084084     15.488      0.465      0.172     14.720      0.455      0.198      0.214      0.044     -0.169     -0.001
OGLE-LMC-CEP-1246    0.4819693     16.394      0.399      0.180     15.554      0.404      0.181     -0.044     -0.028     -0.003     -0.004
OGLE-LMC-CEP-1249    0.8374870     14.956      0.399      0.147     14.165      0.381      0.141      0.164      0.061     -0.133     -0.043
OGLE-LMC-CEP-1250    0.5083145     16.182      0.450      0.221     15.405      0.440      0.238     -0.004     -0.091     -0.028      0.056
OGLE-LMC-CEP-1252    0.9997094     14.566      0.156      0.151     13.729      0.167      0.163     -0.592      0.198      0.614     -0.168
OGLE-LMC-CEP-1253    0.5425109     15.988      0.422      0.230     15.227      0.434      0.234      0.043     -0.056     -0.047      0.058
OGLE-LMC-CEP-1255    0.2852144     16.851      0.501      0.368     16.133      0.516      0.366     -0.117     -0.182      0.167      0.224
OGLE-LMC-CEP-1256    0.6911574     15.487      0.422      0.189     14.722      0.433      0.184      0.124      0.053     -0.148     -0.032
OGLE-LMC-CEP-1257    0.5048267     16.147      0.460      0.258     15.352      0.449      0.243     -0.039     -0.101      0.025      0.095
OGLE-LMC-CEP-1260    0.9687085     14.890      0.217      0.061     14.002      0.230      0.044     -0.488      0.382      0.419     -0.399
OGLE-LMC-CEP-1261    0.8674467     15.183      0.312      0.227     14.360      0.284      0.226      0.296      0.131     -0.277     -0.073
OGLE-LMC-CEP-1262    0.9606450     15.010      0.176      0.023     14.088      0.185      0.031     -0.536      0.341      0.491     -0.323
OGLE-LMC-CEP-1263    0.4976122     16.192      0.457      0.219     15.421      0.439      0.232      0.012     -0.049     -0.004      0.064
OGLE-LMC-CEP-1265    0.4385135     16.083      0.456      0.267     15.443      0.474      0.261     -0.030     -0.120      0.087      0.140
OGLE-LMC-CEP-1266    0.6338193     15.759      0.410      0.203     14.988      0.413      0.197      0.083      0.008     -0.095     -0.011
OGLE-LMC-CEP-1268    0.4325499     16.058      0.452      0.241     15.393      0.453      0.265      0.041     -0.084      0.018      0.125
OGLE-LMC-CEP-1270    0.5496289     16.064      0.358      0.157     15.301      0.363      0.140     -0.070     -0.047     -0.033     -0.061
OGLE-LMC-CEP-1271    0.5529603     15.940      0.470      0.276     15.195      0.428      0.208     -0.002     -0.066     -0.040      0.046
OGLE-LMC-CEP-1272    0.7051063     15.380      0.457      0.210     14.642      0.449      0.199      0.132     -0.000     -0.110      0.026
OGLE-LMC-CEP-1276    0.4439283     16.267      0.431      0.233     15.558      0.436      0.234      0.005     -0.060      0.005      0.075
OGLE-LMC-CEP-1282    0.2982637     17.361      0.427      0.232     16.432      0.437      0.232     -0.095     -0.103      0.054      0.067
OGLE-LMC-CEP-1284    0.5830733     15.641      0.452      0.258     14.952      0.464      0.278      0.073     -0.043      0.004      0.115
OGLE-LMC-CEP-1285    0.6029706     15.859      0.408      0.175     15.151      0.405      0.174      0.044      0.032     -0.016     -0.001
OGLE-LMC-CEP-1286    0.4646609     16.168      0.409      0.202     15.449      0.414      0.210      0.056     -0.031      0.001      0.062
OGLE-LMC-CEP-1287    0.5263116     15.974      0.439      0.245     15.232      0.439      0.240      0.002     -0.094      0.000      0.094
OGLE-LMC-CEP-1288    0.7152965     16.003      0.356      0.092     15.075      0.342      0.091      0.131      0.123     -0.151     -0.143
OGLE-LMC-CEP-1292    0.4648471     16.274      0.438      0.224     15.513      0.435      0.221     -0.046     -0.090     -0.007      0.052
OGLE-LMC-CEP-1293    0.2611842     16.855      0.419      0.196     16.145      0.424      0.211     -0.178     -0.147      0.089      0.072
OGLE-LMC-CEP-1297    0.3679109     16.284      0.458      0.243     15.624      0.454      0.241     -0.055     -0.135      0.056      0.108
OGLE-LMC-CEP-1298    0.2690629     16.852      0.480      0.348     16.151      0.512      0.360     -0.138     -0.187      0.178      0.223
OGLE-LMC-CEP-1299    0.5713485     15.981      0.446      0.212     15.220      0.433      0.219      0.049      0.019     -0.052      0.014
OGLE-LMC-CEP-1301    0.6909172     15.395      0.440      0.192     14.579      0.424      0.198      0.086     -0.010     -0.066      0.019
OGLE-LMC-CEP-1302    0.4636262     16.401      0.446      0.250     15.655      0.445      0.240      0.036     -0.052     -0.069      0.043
OGLE-LMC-CEP-1304    0.5697773     15.978      0.424      0.197     15.186      0.418      0.201      0.009     -0.015     -0.038      0.006
OGLE-LMC-CEP-1307    0.6656916     15.977      0.453      0.216     15.072      0.440      0.212      0.090      0.007     -0.117     -0.001
OGLE-LMC-CEP-1308    0.7117081     15.699      0.302      0.082     14.822      0.301      0.076      0.015      0.100     -0.030     -0.140
OGLE-LMC-CEP-1313    0.8345885     15.074      0.361      0.123     14.306      0.356      0.120      0.071      0.082     -0.157     -0.134
OGLE-LMC-CEP-1317    0.5336614     16.008      0.464      0.251     15.240      0.456      0.247      0.010     -0.073     -0.045      0.064
OGLE-LMC-CEP-1318    0.5839496     16.016      0.389      0.166     15.192      0.385      0.177      0.026      0.004     -0.038     -0.011
OGLE-LMC-CEP-1320    0.5888746     15.985      0.290      0.099     15.200      0.309      0.097      0.018      0.127      0.033     -0.080
OGLE-LMC-CEP-1321    0.5799006     15.609      0.452      0.225     14.948      0.458      0.252      0.005     -0.106      0.029      0.113
OGLE-LMC-CEP-1322    0.4071146     16.428      0.422      0.222     15.665      0.423      0.210     -0.042     -0.108      0.091      0.095
OGLE-LMC-CEP-1323    0.6123209     15.921      0.393      0.182     15.088      0.399      0.180      0.055      0.026     -0.098     -0.036
OGLE-LMC-CEP-1324    0.5582540     16.008      0.419      0.194     15.224      0.402      0.188      0.034      0.009     -0.062     -0.020
OGLE-LMC-CEP-1327    0.8403329     15.164      0.220      0.052     14.360      0.221      0.051      0.082      0.195     -0.076     -0.250
OGLE-LMC-CEP-1330    0.5273789     16.006      0.420      0.210     15.240      0.414      0.212      0.002     -0.056     -0.016      0.032
OGLE-LMC-CEP-1331    0.3638206     16.599      0.383      0.151     15.876      0.377      0.155     -0.082     -0.007      0.076      0.004
OGLE-LMC-CEP-1332    0.5235179     16.165      0.405      0.181     15.376      0.399      0.183     -0.050     -0.024     -0.001      0.003
OGLE-LMC-CEP-1335    0.6184289     15.790      0.466      0.224     15.025      0.452      0.226      0.207      0.122     -0.112      0.012
OGLE-LMC-CEP-1338    0.5019519     16.152      0.385      0.183     15.379      0.392      0.189     -0.004     -0.038     -0.017     -0.000
OGLE-LMC-CEP-1339    0.5606003     15.923      0.475      0.248     15.173      0.454      0.249      0.011     -0.073     -0.062      0.048
OGLE-LMC-CEP-1341    0.7320711     15.495      0.351      0.091     14.696      0.343      0.086      0.050      0.098     -0.061     -0.107
OGLE-LMC-CEP-1342    0.2733433     16.692      0.498      0.314     16.043      0.484      0.299     -0.127     -0.148      0.063      0.117
OGLE-LMC-CEP-1344    0.8493873     14.948      0.343      0.191     14.175      0.342      0.196      0.168      0.077     -0.123     -0.019
OGLE-LMC-CEP-1353    0.8966544     15.010      0.338      0.157     14.159      0.326      0.160      0.283      0.150     -0.310     -0.134
OGLE-LMC-CEP-1354    0.7346970     15.239      0.447      0.172     14.509      0.446      0.184      0.178      0.047     -0.084      0.043
OGLE-LMC-CEP-1356    0.5028928     16.168      0.200      0.042     15.386      0.191      0.030     -0.173      0.101      0.250     -0.139
OGLE-LMC-CEP-1357    0.5823481     15.932      0.317      0.109     15.166      0.309      0.081     -0.107      0.041      0.084     -0.089
OGLE-LMC-CEP-1360    0.4631818     16.376      0.660      0.406     15.549      0.275      0.101     -0.175      0.042      0.109     -0.093
OGLE-LMC-CEP-1361    0.5373523     15.923      0.416      0.209     15.211      0.410      0.202      0.041     -0.004     -0.037      0.015
OGLE-LMC-CEP-1362    0.5462284     15.783      0.470      0.298     15.076      0.459      0.269      0.052     -0.076     -0.001      0.109
OGLE-LMC-CEP-1364    0.9019036     15.018      0.290      0.107     14.172      0.284      0.074      0.222      0.152     -0.261     -0.173
OGLE-LMC-CEP-1365    0.5930935     15.825      0.455      0.243     15.088      0.457      0.234      0.063      0.002     -0.076      0.040
OGLE-LMC-CEP-1366    0.5502032     16.122      0.405      0.176     15.317      0.406      0.177     -0.034     -0.045     -0.007     -0.006
OGLE-LMC-CEP-1367    0.5076511     16.117      0.384      0.179     15.432      0.376      0.186     -0.064     -0.094      0.054      0.035
OGLE-LMC-CEP-1369    0.6100884     15.211      0.438      0.206     14.357      0.423      0.208     -0.010     -0.097      0.012      0.069
OGLE-LMC-CEP-1370    0.5943127     15.815      0.447      0.234     15.047      0.434      0.227      0.012     -0.059     -0.047      0.044
OGLE-LMC-CEP-1372    0.6477521     15.924      0.438      0.221     15.083      0.424      0.191      0.115      0.063     -0.114     -0.033
OGLE-LMC-CEP-1373    0.6648775     15.745      0.397      0.156     14.948      0.391      0.149      0.099      0.062     -0.097     -0.059
OGLE-LMC-CEP-1374    0.8382473     15.309      0.226      0.028     14.469      0.217      0.024     -0.052      0.224      0.033     -0.277
OGLE-LMC-CEP-1375    0.4755741     16.219      0.387      0.159     15.482      0.394      0.176      0.005     -0.032     -0.001      0.012
OGLE-LMC-CEP-1377    0.6469195     15.753      0.308      0.098     14.972      0.311      0.086     -0.074      0.026      0.035     -0.076
OGLE-LMC-CEP-1379    0.4653085     16.352      0.436      0.212     15.556      0.439      0.221     -0.003     -0.068     -0.003      0.053
OGLE-LMC-CEP-1382    0.5058556     16.118      0.446      0.240     15.358      0.453      0.249      0.041     -0.040     -0.046      0.059
OGLE-LMC-CEP-1383    0.4635330     16.311      0.463      0.242     15.529      0.467      0.254     -0.011     -0.109      0.073      0.143
OGLE-LMC-CEP-1387    0.5489952     16.039      0.344      0.128     15.270      0.349      0.127     -0.104     -0.007      0.035     -0.062
OGLE-LMC-CEP-1388    0.4746160     15.689      0.528      0.257     15.156      0.448      0.241      0.014     -0.073      0.034      0.104
OGLE-LMC-CEP-1389    0.8627478     14.929      0.358      0.141     14.167      0.348      0.134      0.208      0.138     -0.236     -0.120
OGLE-LMC-CEP-1391    1.0449559     14.707      0.067      0.107     13.801      0.077      0.120     -0.425      0.213      0.372     -0.241
OGLE-LMC-CEP-1393    0.8010005     15.606      0.241      0.026     14.720      0.235      0.026      0.028      0.226     -0.022     -0.275
OGLE-LMC-CEP-1394    0.3607866     16.517      0.458      0.237     15.759      0.460      0.223     -0.053     -0.072      0.088      0.120
